update_id,algo,sample_id,token_pos,domain,sop,entropy,aop_l2,aop_kl,f_avg,f_ratio,loss,target_token_id
0_56,sft,0,56,abstract_algebra,0.0,1.109375,1.71875,4.96875,0.4378125,0.66,4.967493534088135,45
0_56,sft,0,56,college_mathematics,0.0,1.109375,1.71875,4.96875,0.60890625,0.74,4.967493534088135,45
0_56,sft,0,56,high_school_physics,0.0,1.109375,1.71875,4.96875,0.531484375,0.64,4.967493534088135,45
0_56,sft,0,56,computer_security,0.0,1.109375,1.71875,4.96875,-0.443671875,0.22,4.967493534088135,45
0_56,sft,0,56,international_law,0.0,1.109375,1.71875,4.96875,-0.59390625,0.02,4.967493534088135,45
0_56,sft,0,56,moral_disputes,0.0,1.109375,1.71875,4.96875,0.07515625,0.48,4.967493534088135,45
0_56,sft,0,56,high_school_us_history,0.0,1.109375,1.71875,4.96875,0.100546875,0.5,4.967493534088135,45
0_56,sft,0,56,clinical_knowledge,0.0,1.109375,1.71875,4.96875,0.14578125,0.54,4.967493534088135,45
0_57,sft,0,57,abstract_algebra,4.96875,0.6953125,0.0078125,0.09130859375,-0.204375,0.0,0.09140215814113617,4073
0_57,sft,0,57,college_mathematics,4.96875,0.6953125,0.0078125,0.09130859375,-0.1628125,0.06,0.09140215814113617,4073
0_57,sft,0,57,high_school_physics,4.96875,0.6953125,0.0078125,0.09130859375,-0.023203125,0.2,0.09140215814113617,4073
0_57,sft,0,57,computer_security,4.96875,0.6953125,0.0078125,0.09130859375,-0.219609375,0.02,0.09140215814113617,4073
0_57,sft,0,57,international_law,4.96875,0.6953125,0.0078125,0.09130859375,-0.2521875,0.02,0.09140215814113617,4073
0_57,sft,0,57,moral_disputes,4.96875,0.6953125,0.0078125,0.09130859375,-0.09640625,0.06,0.09140215814113617,4073
0_57,sft,0,57,high_school_us_history,4.96875,0.6953125,0.0078125,0.09130859375,-0.05484375,0.08,0.09140215814113617,4073
0_57,sft,0,57,clinical_knowledge,4.96875,0.6953125,0.0078125,0.09130859375,-0.096171875,0.06,0.09140215814113617,4073
0_58,sft,0,58,abstract_algebra,1.71875,0.01409912109375,0.0,0.001556396484375,0.000625,0.1,0.001553520211018622,667
0_58,sft,0,58,college_mathematics,1.71875,0.01409912109375,0.0,0.001556396484375,-0.00375,0.06,0.001553520211018622,667
0_58,sft,0,58,high_school_physics,1.71875,0.01409912109375,0.0,0.001556396484375,-0.01328125,0.04,0.001553520211018622,667
0_58,sft,0,58,computer_security,1.71875,0.01409912109375,0.0,0.001556396484375,-0.027421875,0.0,0.001553520211018622,667
0_58,sft,0,58,international_law,1.71875,0.01409912109375,0.0,0.001556396484375,-0.031875,0.0,0.001553520211018622,667
0_58,sft,0,58,moral_disputes,1.71875,0.01409912109375,0.0,0.001556396484375,-0.001015625,0.06,0.001553520211018622,667
0_58,sft,0,58,high_school_us_history,1.71875,0.01409912109375,0.0,0.001556396484375,-0.0003125,0.02,0.001553520211018622,667
0_58,sft,0,58,clinical_knowledge,1.71875,0.01409912109375,0.0,0.001556396484375,-0.018046875,0.02,0.001553520211018622,667
0_59,sft,0,59,abstract_algebra,0.73828125,0.333984375,0.0,0.042236328125,0.0153125,0.1,0.042345721274614334,5898
0_59,sft,0,59,college_mathematics,0.73828125,0.333984375,0.0,0.042236328125,0.01640625,0.1,0.042345721274614334,5898
0_59,sft,0,59,high_school_physics,0.73828125,0.333984375,0.0,0.042236328125,-0.0021875,0.08,0.042345721274614334,5898
0_59,sft,0,59,computer_security,0.73828125,0.333984375,0.0,0.042236328125,-0.001484375,0.04,0.042345721274614334,5898
0_59,sft,0,59,international_law,0.73828125,0.333984375,0.0,0.042236328125,-0.00796875,0.08,0.042345721274614334,5898
0_59,sft,0,59,moral_disputes,0.73828125,0.333984375,0.0,0.042236328125,0.009140625,0.12,0.042345721274614334,5898
0_59,sft,0,59,high_school_us_history,0.73828125,0.333984375,0.0,0.042236328125,-0.009609375,0.06,0.042345721274614334,5898
0_59,sft,0,59,clinical_knowledge,0.73828125,0.333984375,0.0,0.042236328125,-0.01640625,0.02,0.042345721274614334,5898
0_60,sft,0,60,abstract_algebra,0.3671875,1.3671875,1.0,1.421875,-0.63875,0.28,1.4245785474777222,220
0_60,sft,0,60,college_mathematics,0.3671875,1.3671875,1.0,1.421875,-0.2425,0.32,1.4245785474777222,220
0_60,sft,0,60,high_school_physics,0.3671875,1.3671875,1.0,1.421875,-0.312578125,0.26,1.4245785474777222,220
0_60,sft,0,60,computer_security,0.3671875,1.3671875,1.0,1.421875,-1.2396484375,0.02,1.4245785474777222,220
0_60,sft,0,60,international_law,0.3671875,1.3671875,1.0,1.421875,-1.237109375,0.0,1.4245785474777222,220
0_60,sft,0,60,moral_disputes,0.3671875,1.3671875,1.0,1.421875,-0.30234375,0.12,1.4245785474777222,220
0_60,sft,0,60,high_school_us_history,0.3671875,1.3671875,1.0,1.421875,-0.3221484375,0.08,1.4245785474777222,220
0_60,sft,0,60,clinical_knowledge,0.3671875,1.3671875,1.0,1.421875,-0.62978515625,0.04,1.4245785474777222,220
0_61,sft,0,61,abstract_algebra,0.91015625,1.546875,0.400390625,0.80078125,1.1925,1.0,0.7992482781410217,19
0_61,sft,0,61,college_mathematics,0.91015625,1.546875,0.400390625,0.80078125,1.0246875,0.94,0.7992482781410217,19
0_61,sft,0,61,high_school_physics,0.91015625,1.546875,0.400390625,0.80078125,1.134609375,0.96,0.7992482781410217,19
0_61,sft,0,61,computer_security,0.91015625,1.546875,0.400390625,0.80078125,0.652265625,0.76,0.7992482781410217,19
0_61,sft,0,61,international_law,0.91015625,1.546875,0.400390625,0.80078125,0.85546875,0.86,0.7992482781410217,19
0_61,sft,0,61,moral_disputes,0.91015625,1.546875,0.400390625,0.80078125,0.7171875,0.74,0.7992482781410217,19
0_61,sft,0,61,high_school_us_history,0.91015625,1.546875,0.400390625,0.80078125,0.509296875,0.72,0.7992482781410217,19
0_61,sft,0,61,clinical_knowledge,0.91015625,1.546875,0.400390625,0.80078125,0.94546875,0.86,0.7992482781410217,19
0_62,sft,0,62,abstract_algebra,0.8515625,0.142578125,0.0,0.0184326171875,0.035,0.18,0.018471254035830498,23
0_62,sft,0,62,college_mathematics,0.8515625,0.142578125,0.0,0.0184326171875,0.00578125,0.08,0.018471254035830498,23
0_62,sft,0,62,high_school_physics,0.8515625,0.142578125,0.0,0.0184326171875,-0.0121875,0.08,0.018471254035830498,23
0_62,sft,0,62,computer_security,0.8515625,0.142578125,0.0,0.0184326171875,-0.02140625,0.02,0.018471254035830498,23
0_62,sft,0,62,international_law,0.8515625,0.142578125,0.0,0.0184326171875,0.00609375,0.08,0.018471254035830498,23
0_62,sft,0,62,moral_disputes,0.8515625,0.142578125,0.0,0.0184326171875,-0.00140625,0.06,0.018471254035830498,23
0_62,sft,0,62,high_school_us_history,0.8515625,0.142578125,0.0,0.0184326171875,0.00421875,0.02,0.018471254035830498,23
0_62,sft,0,62,clinical_knowledge,0.8515625,0.142578125,0.0,0.0184326171875,-0.02109375,0.0,0.018471254035830498,23
0_63,sft,0,63,abstract_algebra,0.43359375,2.609375,1.125,4.125,-0.50328125,0.18,4.134268283843994,14
0_63,sft,0,63,college_mathematics,0.43359375,2.609375,1.125,4.125,-0.23828125,0.28,4.134268283843994,14
0_63,sft,0,63,high_school_physics,0.43359375,2.609375,1.125,4.125,-0.255390625,0.26,4.134268283843994,14
0_63,sft,0,63,computer_security,0.43359375,2.609375,1.125,4.125,-0.2925,0.3,4.134268283843994,14
0_63,sft,0,63,international_law,0.43359375,2.609375,1.125,4.125,-0.3196875,0.24,4.134268283843994,14
0_63,sft,0,63,moral_disputes,0.43359375,2.609375,1.125,4.125,-0.03671875,0.38,4.134268283843994,14
0_63,sft,0,63,high_school_us_history,0.43359375,2.609375,1.125,4.125,0.127421875,0.52,4.134268283843994,14
0_63,sft,0,63,clinical_knowledge,0.43359375,2.609375,1.125,4.125,-0.175234375,0.26,4.134268283843994,14
0_64,sft,0,64,abstract_algebra,2.296875,0.921875,0.08203125,0.279296875,-0.23421875,0.04,0.2789728045463562,17
0_64,sft,0,64,college_mathematics,2.296875,0.921875,0.08203125,0.279296875,-0.15953125,0.0,0.2789728045463562,17
0_64,sft,0,64,high_school_physics,2.296875,0.921875,0.08203125,0.279296875,-0.1828125,0.0,0.2789728045463562,17
0_64,sft,0,64,computer_security,2.296875,0.921875,0.08203125,0.279296875,-0.38578125,0.02,0.2789728045463562,17
0_64,sft,0,64,international_law,2.296875,0.921875,0.08203125,0.279296875,-0.33109375,0.0,0.2789728045463562,17
0_64,sft,0,64,moral_disputes,2.296875,0.921875,0.08203125,0.279296875,-0.182265625,0.08,0.2789728045463562,17
0_64,sft,0,64,high_school_us_history,2.296875,0.921875,0.08203125,0.279296875,-0.09,0.1,0.2789728045463562,17
0_64,sft,0,64,clinical_knowledge,2.296875,0.921875,0.08203125,0.279296875,-0.234765625,0.02,0.2789728045463562,17
0_65,sft,0,65,abstract_algebra,1.28125,1.6015625,0.1484375,0.4375,-0.3809375,0.0,0.4376054108142853,283
0_65,sft,0,65,college_mathematics,1.28125,1.6015625,0.1484375,0.4375,-0.2434375,0.0,0.4376054108142853,283
0_65,sft,0,65,high_school_physics,1.28125,1.6015625,0.1484375,0.4375,-0.215703125,0.0,0.4376054108142853,283
0_65,sft,0,65,computer_security,1.28125,1.6015625,0.1484375,0.4375,-0.32140625,0.0,0.4376054108142853,283
0_65,sft,0,65,international_law,1.28125,1.6015625,0.1484375,0.4375,-0.258125,0.0,0.4376054108142853,283
0_65,sft,0,65,moral_disputes,1.28125,1.6015625,0.1484375,0.4375,-0.19078125,0.0,0.4376054108142853,283
0_65,sft,0,65,high_school_us_history,1.28125,1.6015625,0.1484375,0.4375,-0.088984375,0.02,0.4376054108142853,283
0_65,sft,0,65,clinical_knowledge,1.28125,1.6015625,0.1484375,0.4375,-0.219296875,0.0,0.4376054108142853,283
0_66,sft,0,66,abstract_algebra,0.859375,0.255859375,1.9375,9.25,3.02875,1.0,9.281024932861328,1079
0_66,sft,0,66,college_mathematics,0.859375,0.255859375,1.9375,9.25,2.87609375,1.0,9.281024932861328,1079
0_66,sft,0,66,high_school_physics,0.859375,0.255859375,1.9375,9.25,3.01890625,1.0,9.281024932861328,1079
