layer,pair_index,left_index,right_index,dot,cosine,left_norm,right_norm,metric_variant,left_sample_index,right_sample_index,left_example_id,right_example_id,left_sequence_index,right_sequence_index,left_hidden_pos,right_hidden_pos,left_label_pos,right_label_pos,left_input_token_id,right_input_token_id,left_label_token_id,right_label_token_id,left_input_token_str,right_input_token_str,left_label_token_str,right_label_token_str,left_hidden_attention_mask,right_hidden_attention_mask,left_label_attention_mask,right_label_attention_mask,left_dataset,right_dataset,left_domain,right_domain
0,0,0,187,0.23388607800006866,0.2713679373264313,0.9684917330741882,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,68,42,69,43,510,25,49202,422,":
",:,Lu, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,1,1,187,0.014268925413489342,0.01776508055627346,0.9025561213493347,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,69,42,70,43,49202,25,29537,422,Lu,:,igi, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,2,2,187,0.007025931961834431,0.008517848327755928,0.9268813729286194,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,70,42,71,43,29537,25,15392,422,igi,:, Gi, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,3,3,187,0.0010345752816647291,0.0012347736628726125,0.9415098428726196,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,71,42,72,43,15392,25,5690,422, Gi,:,ura, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,4,4,187,0.03906520828604698,0.04562043026089668,0.9622344374656677,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,72,42,73,43,5690,25,572,422,ura,:, was, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,5,5,187,0.15023218095302582,0.17155241966247559,0.9840478301048279,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,73,42,74,43,572,25,458,422, was,:, an, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,6,6,187,0.0482296347618103,0.05648390203714371,0.9594876766204834,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,74,42,75,43,458,25,458,422, an,:, an, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,7,7,187,0.0482296347618103,0.05648390203714371,0.9594876766204834,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,75,42,76,43,458,25,14811,422, an,:, Italian, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,8,8,187,0.0047848522663116455,0.005661844275891781,0.9496437311172485,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,76,42,77,43,14811,25,23576,422, Italian,:, engineer, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,9,9,187,0.02194501832127571,0.026522720232605934,0.929753839969635,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,77,42,78,43,23576,25,323,422, engineer,:, and, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,10,10,187,0.1518910676240921,0.2030157446861267,0.840722382068634,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,78,42,79,43,323,25,5325,422, and,:, arch, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,11,11,187,0.01977996528148651,0.023450253531336784,0.9478248357772827,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,79,42,80,43,5325,25,275,422, arch,:,it, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,12,12,187,0.10514430701732635,0.11563742905855179,1.021733045578003,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,80,42,81,43,275,25,1569,422,it,:,ected, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,13,13,187,0.013316063210368156,0.016122356057167053,0.9281056523323059,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,81,42,82,43,1569,25,879,422,ected,:, who, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,14,14,187,0.04782313108444214,0.05418972298502922,0.9916791319847107,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,82,42,83,43,879,25,12163,422, who,:, lived, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,15,15,187,0.02861917018890381,0.03390174359083176,0.9486043453216553,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,83,42,84,43,12163,25,504,422, lived,:, from, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,16,16,187,0.018969671800732613,0.022031009197235107,0.9675547480583191,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,84,42,85,43,504,25,220,422, from,:, , D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,17,17,187,0.03869178146123886,0.05646367743611336,0.7700158357620239,0.88991779088974,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,85,42,86,43,220,25,16,422, ,:,1, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
