layer,pair_index,left_index,right_index,dot,cosine,left_norm,right_norm,metric_variant,left_sample_index,right_sample_index,left_example_id,right_example_id,left_sequence_index,right_sequence_index,left_hidden_pos,right_hidden_pos,left_label_pos,right_label_pos,left_input_token_id,right_input_token_id,left_label_token_id,right_label_token_id,left_input_token_str,right_input_token_str,left_label_token_str,right_label_token_str,left_hidden_attention_mask,right_hidden_attention_mask,left_label_attention_mask,right_label_attention_mask,left_dataset,right_dataset,left_domain,right_domain
0,0,0,172,0.0016948303673416376,0.14840400218963623,0.11186638474464417,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,83,48,84,49,13,28747,26136,384,"
",:,Lu,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,1,1,172,0.0004508529673330486,0.02433147095143795,0.18150374293327332,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,84,48,85,49,26136,28747,15495,384,Lu,:,igi,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,2,2,172,-0.00010829634265974164,-0.005685948301106691,0.18656489253044128,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,85,48,86,49,15495,28747,6622,384,igi,:,Gi,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,3,3,172,0.0003424414317123592,0.018801096826791763,0.17841121554374695,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,86,48,87,49,6622,28747,2614,384,Gi,:,ura,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,4,4,172,0.00026922294637188315,0.01754056289792061,0.15034450590610504,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,87,48,88,49,2614,28747,403,384,ura,:,was,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,5,5,172,0.0012836914975196123,0.10364878922700882,0.12131526321172714,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,88,48,89,49,403,28747,396,384,was,:,an,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,6,6,172,0.00043093410204164684,0.03611301630735397,0.11688696593046188,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,89,48,90,49,396,28747,396,384,an,:,an,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,7,7,172,0.00043093410204164684,0.03611301630735397,0.11688696593046188,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,90,48,91,49,396,28747,10088,384,an,:,Italian,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,8,8,172,0.000264008529484272,0.014365976676344872,0.18001215159893036,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,91,48,92,49,10088,28747,18112,384,Italian,:,engineer,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,9,9,172,0.00013208274322096258,0.007719699293375015,0.16759641468524933,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,92,48,93,49,18112,28747,304,384,engineer,:,and,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,10,10,172,0.0020504272542893887,0.18678855895996094,0.10752590745687485,0.10208947956562042,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,93,48,94,49,304,28747,7821,384,and,:,architect,D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
