update_id,algo,sample_id,token_pos,sop,entropy,aop_l2,aop_kl,f_avg_mean,f_ratio_mean,f_avg_abstract_algebra,f_ratio_abstract_algebra,f_avg_college_mathematics,f_ratio_college_mathematics,f_avg_high_school_physics,f_ratio_high_school_physics,f_avg_computer_security,f_ratio_computer_security,f_avg_international_law,f_ratio_international_law,f_avg_moral_disputes,f_ratio_moral_disputes,f_avg_high_school_us_history,f_ratio_high_school_us_history,f_avg_clinical_knowledge,f_ratio_clinical_knowledge,loss,target_token_id
0_54,sft,0,54,0.0,1.6985666751861572,1.6266299486160278,8.124536514282227,1.2420356554118916,0.8399999999999999,2.80898623585701,1.0,2.0001975667476652,0.94,1.1808141732215882,0.78,1.0577606980502605,0.86,0.6518978202342987,0.78,1.044662061855197,0.84,0.255047105550766,0.6,0.9369195817783474,0.92,8.124536514282227,45
0_55,sft,0,55,8.124536514282227,0.130147784948349,0.00015079975128173828,0.012095438316464424,0.008095698817633093,0.0,0.009212830066680909,0.0,0.01627233386039734,0.0,0.006721706986427307,0.0,0.0017517347633838653,0.0,0.005140873305499553,0.0,0.011921427324414252,0.0,0.013106295019388198,0.0,0.0006383892148733139,0.0,0.012095438316464424,4306
0_56,sft,0,56,2.716242551803589,0.0037634349428117275,1.7881393432617188e-07,0.0003510097449179739,0.00024152410682290793,0.0,0.00020610809326171875,0.0,0.0004332947731018066,0.0,0.00027654051780700683,0.0,2.9734447598457335e-05,0.0,8.718840777873993e-05,0.0,0.0003366474062204361,0.0,0.0005759836733341217,0.0,-1.3304464519023895e-05,0.0,0.0003510097449179739,689
0_57,sft,0,57,1.164304494857788,0.33042919635772705,0.001615762710571289,0.03984048590064049,0.01450108171440661,0.0075,0.01164772629737854,0.0,0.028086897134780884,0.0,0.016981208324432374,0.0,0.0016960778832435608,0.0,0.005047354586422443,0.0,0.022058706954121588,0.02,0.031391573399305345,0.04,-0.000900890864431858,0.0,0.03984048590064049,6216
0_58,sft,0,58,0.564590334892273,1.6672364473342896,0.09352713823318481,0.34615471959114075,0.07012725282926112,0.3125,0.08997583627700806,0.5,0.16275601267814635,0.6,0.07566968441009521,0.42,0.017819888442754745,0.04,0.03272522587329149,0.14,0.09223932661116123,0.4,0.09318420574069024,0.38,-0.003352157399058342,0.02,0.34615471959114075,220
0_59,sft,0,59,0.4518493413925171,0.38985171914100647,0.0030264854431152344,0.053228236734867096,0.022437317729927603,0.075,0.040447998046875,0.06,0.06806053876876832,0.22,-0.004317741990089417,0.06,0.011152139008045197,0.02,0.02199858218431473,0.04,0.029044572189450266,0.12,0.007558694928884506,0.08,0.005553758703172207,0.0,0.053228236734867096,2166
0_60,sft,0,60,0.2493751347064972,1.0799975395202637,1.6380984783172607,6.902002334594727,-0.09255731226410718,0.3675,-0.09095101356506348,0.24,-0.24964351177215577,0.22,-0.1998060542345047,0.4,0.042776423990726474,0.48,0.04738349750638008,0.4,-0.07802655920386314,0.4,-0.39230280689895153,0.24,0.18011152606457473,0.56,6.902002334594727,14
0_61,sft,0,61,3.6018800735473633,0.21274426579475403,0.0012012124061584473,0.03152564540505409,-0.006238138298504055,0.0,-0.007385740280151367,0.0,-0.010457442998886108,0.0,-0.0035614538192749023,0.0,-0.0026417148113250734,0.0,-0.0031914305314421653,0.0,-0.008736237958073616,0.0,-0.01166719116270542,0.0,-0.0022638948261737824,0.0,0.03152564540505409,17
0_62,sft,0,62,1.8097021579742432,1.0157521963119507,0.42461681365966797,0.6630698442459106,-0.025113663021475077,0.11499999999999999,-0.0033752381801605224,0.26,-0.08668395280838012,0.02,-0.09980848908424378,0.04,0.0014350976794958114,0.08,-0.014441343434154987,0.1,-0.00802323542535305,0.1,0.00193080373108387,0.24,0.008057053349912167,0.08,0.6630698442459106,284
0_63,sft,0,63,1.2352641820907593,0.22193804383277893,1.933017611503601,4.820611000061035,1.7351531015121144,0.79,2.1675377422571183,0.88,1.761497507095337,0.84,2.24341532766819,0.86,0.8726440384751186,0.58,2.860511195063591,0.98,2.39552784524858,0.92,1.0398473554849625,0.7,0.540243800804019,0.56,4.820611000061035,1134
