update_id,algo,sample_id,token_pos,domain,sop,entropy,aop_l2,aop_kl,f_avg,f_ratio,loss,target_token_id
0_55,sft,0,55,abstract_algebra,31.602659225463867,0.0031072692945599556,1.9993175268173218,20.375,-0.0318603515625,0.425,20.312841415405273,45
0_55,sft,0,55,college_mathematics,31.602659225463867,0.0031072692945599556,1.9993175268173218,20.375,0.271826171875,0.625,20.312841415405273,45
0_55,sft,0,55,high_school_physics,31.602659225463867,0.0031072692945599556,1.9993175268173218,20.375,0.09506454467773437,0.275,20.312841415405273,45
0_55,sft,0,55,computer_security,31.602659225463867,0.0031072692945599556,1.9993175268173218,20.375,-0.21455831527709962,0.15,20.312841415405273,45
0_55,sft,0,55,international_law,31.602659225463867,0.0031072692945599556,1.9993175268173218,20.375,-0.037291955947875974,0.15,20.312841415405273,45
0_56,sft,0,56,abstract_algebra,25.98883056640625,0.0017226514173671603,0.0,0.00016307830810546875,0.008447265625,0.125,0.0001627074379939586,4212
0_56,sft,0,56,college_mathematics,25.98883056640625,0.0017226514173671603,0.0,0.00016307830810546875,0.0051025390625,0.075,0.0001627074379939586,4212
0_56,sft,0,56,high_school_physics,25.98883056640625,0.0017226514173671603,0.0,0.00016307830810546875,0.005356597900390625,0.075,0.0001627074379939586,4212
0_56,sft,0,56,computer_security,25.98883056640625,0.0017226514173671603,0.0,0.00016307830810546875,0.002502250671386719,0.05,0.0001627074379939586,4212
0_56,sft,0,56,international_law,25.98883056640625,0.0017226514173671603,0.0,0.00016307830810546875,0.015944242477416992,0.1,0.0001627074379939586,4212
0_57,sft,0,57,abstract_algebra,12.994497299194336,7.985509728314355e-05,0.0,5.7220458984375e-06,-0.0,0.0,5.722029527532868e-06,685
0_57,sft,0,57,college_mathematics,12.994497299194336,7.985509728314355e-05,0.0,5.7220458984375e-06,-0.0,0.0,5.722029527532868e-06,685
0_57,sft,0,57,high_school_physics,12.994497299194336,7.985509728314355e-05,0.0,5.7220458984375e-06,-0.0,0.0,5.722029527532868e-06,685
0_57,sft,0,57,computer_security,12.994497299194336,7.985509728314355e-05,0.0,5.7220458984375e-06,-0.0,0.0,5.722029527532868e-06,685
0_57,sft,0,57,international_law,12.994497299194336,7.985509728314355e-05,0.0,5.7220458984375e-06,-0.0,0.0,5.722029527532868e-06,685
0_58,sft,0,58,abstract_algebra,6.497251510620117,0.0023730085231363773,1.1920928955078125e-07,0.00022983551025390625,-0.0193603515625,0.125,0.00022968991834204644,6088
0_58,sft,0,58,college_mathematics,6.497251510620117,0.0023730085231363773,1.1920928955078125e-07,0.00022983551025390625,-0.00791015625,0.1,0.00022968991834204644,6088
0_58,sft,0,58,high_school_physics,6.497251510620117,0.0023730085231363773,1.1920928955078125e-07,0.00022983551025390625,-0.005248260498046875,0.075,0.00022968991834204644,6088
0_58,sft,0,58,computer_security,6.497251510620117,0.0023730085231363773,1.1920928955078125e-07,0.00022983551025390625,-0.01887025833129883,0.05,0.00022968991834204644,6088
0_58,sft,0,58,international_law,6.497251510620117,0.0023730085231363773,1.1920928955078125e-07,0.00022983551025390625,0.01623363494873047,0.1,0.00022968991834204644,6088
0_59,sft,0,59,abstract_algebra,3.2487406730651855,0.35060402750968933,0.023026227951049805,0.11376953125,0.0210205078125,0.25,0.1139904037117958,220
0_59,sft,0,59,college_mathematics,3.2487406730651855,0.35060402750968933,0.023026227951049805,0.11376953125,0.00205078125,0.125,0.1139904037117958,220
0_59,sft,0,59,high_school_physics,3.2487406730651855,0.35060402750968933,0.023026227951049805,0.11376953125,0.00663299560546875,0.075,0.1139904037117958,220
0_59,sft,0,59,computer_security,3.2487406730651855,0.35060402750968933,0.023026227951049805,0.11376953125,0.004870891571044922,0.05,0.1139904037117958,220
0_59,sft,0,59,international_law,3.2487406730651855,0.35060402750968933,0.023026227951049805,0.11376953125,0.012404537200927735,0.1,0.1139904037117958,220
0_60,sft,0,60,abstract_algebra,1.6812551021575928,0.0001522835809737444,0.0,1.2040138244628906e-05,0.005419921875,0.025,1.2040065485052764e-05,19
0_60,sft,0,60,college_mathematics,1.6812551021575928,0.0001522835809737444,0.0,1.2040138244628906e-05,-0.0048828125,0.0,1.2040065485052764e-05,19
0_60,sft,0,60,high_school_physics,1.6812551021575928,0.0001522835809737444,0.0,1.2040138244628906e-05,-0.000732421875,0.0,1.2040065485052764e-05,19
0_60,sft,0,60,computer_security,1.6812551021575928,0.0001522835809737444,0.0,1.2040138244628906e-05,-0.00047607421875,0.0,1.2040065485052764e-05,19
0_60,sft,0,60,international_law,1.6812551021575928,0.0001522835809737444,0.0,1.2040138244628906e-05,0.003106498718261719,0.025,1.2040065485052764e-05,19
0_61,sft,0,61,abstract_algebra,0.8406335711479187,1.422279893859013e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_61,sft,0,61,college_mathematics,0.8406335711479187,1.422279893859013e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_61,sft,0,61,high_school_physics,0.8406335711479187,1.422279893859013e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_61,sft,0,61,computer_security,0.8406335711479187,1.422279893859013e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_61,sft,0,61,international_law,0.8406335711479187,1.422279893859013e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_62,sft,0,62,abstract_algebra,0.42031678557395935,0.009823995642364025,1.9963246583938599,7.25,-0.5080810546875,0.075,7.25112771987915,14
0_62,sft,0,62,college_mathematics,0.42031678557395935,0.009823995642364025,1.9963246583938599,7.25,-0.31900634765625,0.15,7.25112771987915,14
0_62,sft,0,62,high_school_physics,0.42031678557395935,0.009823995642364025,1.9963246583938599,7.25,-0.113507080078125,0.175,7.25112771987915,14
0_62,sft,0,62,computer_security,0.42031678557395935,0.009823995642364025,1.9963246583938599,7.25,-0.08388395309448242,0.075,7.25112771987915,14
0_62,sft,0,62,international_law,0.42031678557395935,0.009823995642364025,1.9963246583938599,7.25,-0.06001248359680176,0.1,7.25112771987915,14
0_63,sft,0,63,abstract_algebra,3.835158348083496,2.9001313350818236e-07,0.0,-0.0,-0.0,0.0,0.0,17
0_63,sft,0,63,college_mathematics,3.835158348083496,2.9001313350818236e-07,0.0,-0.0,-0.0,0.0,0.0,17
0_63,sft,0,63,high_school_physics,3.835158348083496,2.9001313350818236e-07,0.0,-0.0,-0.0,0.0,0.0,17
0_63,sft,0,63,computer_security,3.835158348083496,2.9001313350818236e-07,0.0,-0.0,-0.0,0.0,0.0,17
0_63,sft,0,63,international_law,3.835158348083496,2.9001313350818236e-07,0.0,-0.0,-0.0,0.0,0.0,17
0_64,sft,0,64,abstract_algebra,1.917579174041748,0.0018739727092906833,1.1920928955078125e-07,0.00019073486328125,0.017919921875,0.225,0.00019047829846385866,284
0_64,sft,0,64,college_mathematics,1.917579174041748,0.0018739727092906833,1.1920928955078125e-07,0.00019073486328125,0.01591796875,0.175,0.00019047829846385866,284
0_64,sft,0,64,high_school_physics,1.917579174041748,0.0018739727092906833,1.1920928955078125e-07,0.00019073486328125,0.00292510986328125,0.1,0.00019047829846385866,284
0_64,sft,0,64,computer_security,1.917579174041748,0.0018739727092906833,1.1920928955078125e-07,0.00019073486328125,0.02021017074584961,0.1,0.00019047829846385866,284
0_64,sft,0,64,international_law,1.917579174041748,0.0018739727092906833,1.1920928955078125e-07,0.00019073486328125,0.005470561981201172,0.05,0.00019047829846385866,284
0_65,sft,0,65,abstract_algebra,0.9588849544525146,2.3516075088991784e-05,1.9999964237213135,15.375,-0.182470703125,0.275,15.375001907348633,1115
0_65,sft,0,65,college_mathematics,0.9588849544525146,2.3516075088991784e-05,1.9999964237213135,15.375,0.099267578125,0.65,15.375001907348633,1115
0_65,sft,0,65,high_school_physics,0.9588849544525146,2.3516075088991784e-05,1.9999964237213135,15.375,0.05981597900390625,0.425,15.375001907348633,1115
0_65,sft,0,65,computer_security,0.9588849544525146,2.3516075088991784e-05,1.9999964237213135,15.375,-0.009929561614990234,0.225,15.375001907348633,1115
0_65,sft,0,65,international_law,0.9588849544525146,2.3516075088991784e-05,1.9999964237213135,15.375,0.009853124618530273,0.125,15.375001907348633,1115
0_66,sft,0,66,abstract_algebra,8.166942596435547,1.735374826239422e-05,0.0,1.0728836059570312e-06,-0.0,0.0,1.0728830375228426e-06,19
0_66,sft,0,66,college_mathematics,8.166942596435547,1.735374826239422e-05,0.0,1.0728836059570312e-06,-0.0,0.0,1.0728830375228426e-06,19
0_66,sft,0,66,high_school_physics,8.166942596435547,1.735374826239422e-05,0.0,1.0728836059570312e-06,-0.0,0.0,1.0728830375228426e-06,19
0_66,sft,0,66,computer_security,8.166942596435547,1.735374826239422e-05,0.0,1.0728836059570312e-06,-0.0,0.0,1.0728830375228426e-06,19
0_66,sft,0,66,international_law,8.166942596435547,1.735374826239422e-05,0.0,1.0728836059570312e-06,-0.0,0.0,1.0728830375228426e-06,19
0_67,sft,0,67,abstract_algebra,4.083471775054932,5.074383579994901e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_67,sft,0,67,college_mathematics,4.083471775054932,5.074383579994901e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_67,sft,0,67,high_school_physics,4.083471775054932,5.074383579994901e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_67,sft,0,67,computer_security,4.083471775054932,5.074383579994901e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_67,sft,0,67,international_law,4.083471775054932,5.074383579994901e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_68,sft,0,68,abstract_algebra,2.041735887527466,8.324367968270963e-07,0.0,-0.0,-0.0,0.0,0.0,14
0_68,sft,0,68,college_mathematics,2.041735887527466,8.324367968270963e-07,0.0,-0.0,-0.0,0.0,0.0,14
0_68,sft,0,68,high_school_physics,2.041735887527466,8.324367968270963e-07,0.0,-0.0,-0.0,0.0,0.0,14
0_68,sft,0,68,computer_security,2.041735887527466,8.324367968270963e-07,0.0,-0.0,-0.0,0.0,0.0,14
0_68,sft,0,68,international_law,2.041735887527466,8.324367968270963e-07,0.0,-0.0,-0.0,0.0,0.0,14
0_69,sft,0,69,abstract_algebra,1.020867943763733,1.4208459964137887e-09,0.0,-0.0,-0.0,0.0,0.0,17
0_69,sft,0,69,college_mathematics,1.020867943763733,1.4208459964137887e-09,0.0,-0.0,-0.0,0.0,0.0,17
0_69,sft,0,69,high_school_physics,1.020867943763733,1.4208459964137887e-09,0.0,-0.0,-0.0,0.0,0.0,17
0_69,sft,0,69,computer_security,1.020867943763733,1.4208459964137887e-09,0.0,-0.0,-0.0,0.0,0.0,17
0_69,sft,0,69,international_law,1.020867943763733,1.4208459964137887e-09,0.0,-0.0,-0.0,0.0,0.0,17
0_70,sft,0,70,abstract_algebra,0.5104339718818665,5.5760104089586093e-08,0.0,-0.0,-0.0,0.0,0.0,28
0_70,sft,0,70,college_mathematics,0.5104339718818665,5.5760104089586093e-08,0.0,-0.0,-0.0,0.0,0.0,28
0_70,sft,0,70,high_school_physics,0.5104339718818665,5.5760104089586093e-08,0.0,-0.0,-0.0,0.0,0.0,28
0_70,sft,0,70,computer_security,0.5104339718818665,5.5760104089586093e-08,0.0,-0.0,-0.0,0.0,0.0,28
0_70,sft,0,70,international_law,0.5104339718818665,5.5760104089586093e-08,0.0,-0.0,-0.0,0.0,0.0,28
0_71,sft,0,71,abstract_algebra,0.2552169859409332,1.994321564779966e-06,0.0,1.1920928955078125e-07,-0.0,0.0,1.1920928244535389e-07,17
0_71,sft,0,71,college_mathematics,0.2552169859409332,1.994321564779966e-06,0.0,1.1920928955078125e-07,-0.0,0.0,1.1920928244535389e-07,17
