update_id,algo,sample_id,token_pos,sop,entropy,aop_l2,aop_kl,f_avg_mean,f_ratio_mean,f_avg_abstract_algebra,f_ratio_abstract_algebra,f_avg_college_mathematics,f_ratio_college_mathematics,f_avg_high_school_physics,f_ratio_high_school_physics,f_avg_computer_security,f_ratio_computer_security,f_avg_international_law,f_ratio_international_law,loss,target_token_id
0_56,sft,0,56,0.0,1.1115503311157227,1.7203071117401123,4.96875,0.1099609375,0.4600000000000001,0.463671875,0.675,0.55703125,0.725,0.5646484375,0.675,-0.4474609375,0.2,-0.5880859375,0.025,4.967493534088135,45
0_57,sft,0,57,4.96875,0.6935650706291199,0.008172392845153809,0.09130859375,-0.17314453125,0.06500000000000002,-0.219921875,0.0,-0.1794921875,0.05,-0.0060546875,0.225,-0.20712890625,0.025,-0.253125,0.025,0.09140215814113617,4073
0_58,sft,0,58,1.7171224355697632,0.014118442311882973,3.337860107421875e-06,0.001556396484375,-0.013046875,0.039999999999999994,0.00390625,0.1,0.00234375,0.075,-0.01875,0.025,-0.0234375,0.0,-0.029296875,0.0,0.001553520211018622,667
0_59,sft,0,59,0.7367989420890808,0.33324435353279114,0.0018541216850280762,0.042236328125,0.007460937499999999,0.08499999999999999,0.020703125,0.125,0.019921875,0.1,-0.001953125,0.075,0.004296875,0.05,-0.0056640625,0.075,0.042345721274614334,5898
0_60,sft,0,60,0.36636555194854736,1.3663575649261475,1.0043730735778809,1.421875,-0.7130566406250001,0.185,-0.567578125,0.3,-0.253125,0.3,-0.32421875,0.3,-1.210107421875,0.025,-1.21025390625,0.0,1.4245785474777222,220
0_61,sft,0,61,0.9111446142196655,1.546534538269043,0.3995070159435272,0.80078125,0.9664453125,0.8949999999999999,1.16953125,1.0,0.9884765625,0.925,1.19609375,0.975,0.641796875,0.75,0.836328125,0.825,0.7992482781410217,19
0_62,sft,0,62,0.8550870418548584,0.14226381480693817,0.00038301944732666016,0.0184326171875,0.004609375,0.10000000000000002,0.0390625,0.2,0.0107421875,0.1,-0.0099609375,0.075,-0.021875,0.025,0.005078125,0.1,0.018471254035830498,23
0_63,sft,0,63,0.4334658980369568,2.6055636405944824,1.1246373653411865,4.125,-0.29095703125,0.27,-0.375,0.225,-0.215625,0.325,-0.31962890625,0.225,-0.250390625,0.3,-0.294140625,0.275,4.134268283843994,14
0_64,sft,0,64,2.286471366882324,0.9223625063896179,0.08328014612197876,0.279296875,-0.260703125,0.01,-0.218359375,0.025,-0.16171875,0.0,-0.202734375,0.0,-0.3935546875,0.025,-0.3271484375,0.0,0.2789728045463562,17
0_65,sft,0,65,1.280920147895813,1.604196310043335,0.14725780487060547,0.4375,-0.278515625,0.0,-0.3669921875,0.0,-0.24453125,0.0,-0.2173828125,0.0,-0.311328125,0.0,-0.25234375,0.0,0.4376054108142853,283
