update_id,algo,sample_id,token_pos,sop,entropy,aop_l2,aop_kl,f_avg_mean,f_ratio_mean,f_avg_abstract_algebra,f_ratio_abstract_algebra,f_avg_college_mathematics,f_ratio_college_mathematics,loss,target_token_id
0_55,sft,0,55,0.0,0.00311279296875,2.0,20.375,0.113955078125,0.53,0.008798828125,0.48,0.219111328125,0.58,20.312841415405273,45
0_56,sft,0,56,20.375,0.0017242431640625,0.0,0.00016307830810546875,-0.0005029296875000001,0.08,-0.00576171875,0.1,0.004755859375,0.06,0.0001627074379939586,4212
0_57,sft,0,57,6.78125,7.963180541992188e-05,0.0,5.7220458984375e-06,0.0,0.0,-0.0,0.0,-0.0,0.0,5.722029527532868e-06,685
0_58,sft,0,58,2.90625,0.00238037109375,0.0,0.00022983551025390625,-0.010915527343749998,0.12000000000000001,-0.02416015625,0.1,0.0023291015625,0.14,0.00022968991834204644,6088
0_59,sft,0,59,1.359375,0.3515625,0.0234375,0.11376953125,0.0046582031250000005,0.15000000000000002,0.01404296875,0.2,-0.0047265625,0.1,0.1139904037117958,220
0_60,sft,0,60,0.71875,0.000152587890625,0.0,1.2040138244628906e-05,0.0008398437499999999,0.01,0.0055859375,0.02,-0.00390625,0.0,1.2040065485052764e-05,19
0_61,sft,0,61,0.353515625,1.424923539161682e-07,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,23
0_62,sft,0,62,0.1748046875,0.00982666015625,2.0,7.25,-0.37799560546875,0.12000000000000001,-0.4629296875,0.1,-0.2930615234375,0.14,7.25112771987915,14
0_63,sft,0,63,3.734375,2.905726432800293e-07,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,17
0_64,sft,0,64,1.859375,0.0018768310546875,0.0,0.00019073486328125,0.009116210937499999,0.16,0.007373046875,0.18,0.010859375,0.14,0.00019047829846385866,284
0_65,sft,0,65,0.9296875,2.3484230041503906e-05,2.0,15.375,-0.0546630859375,0.44,-0.211171875,0.26,0.101845703125,0.62,15.375001907348633,1115
0_66,sft,0,66,8.125,1.7404556274414062e-05,0.0,1.0728836059570312e-06,0.0,0.0,-0.0,0.0,-0.0,0.0,1.0728830375228426e-06,19
0_67,sft,0,67,4.0625,5.066394805908203e-07,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,23
0_68,sft,0,68,2.03125,8.307397365570068e-07,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,14
0_69,sft,0,69,1.015625,1.418811734765768e-09,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,17
0_70,sft,0,70,0.5078125,5.587935447692871e-08,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,28
0_71,sft,0,71,0.25390625,1.996755599975586e-06,0.0,1.1920928955078125e-07,0.0,0.0,-0.0,0.0,-0.0,0.0,1.1920928244535389e-07,17
0_72,sft,0,72,0.126953125,1.1874362826347351e-08,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,19
0_73,sft,0,73,0.0634765625,0.0001277923583984375,0.0,8.702278137207031e-06,-0.00018554687500000003,0.0,-0.0006640625,0.0,0.00029296875,0.0,8.821448318485636e-06,2452
0_74,sft,0,74,0.03173828125,4.954636096954346e-07,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,17
0_75,sft,0,75,0.015869140625,2.1645973902195692e-10,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,19
0_76,sft,0,76,0.0079345703125,2.1696090698242188e-05,0.0,1.3113021850585938e-06,0.0,0.0,-0.0,0.0,-0.0,0.0,1.4305104514278355e-06,26111
0_77,sft,0,77,0.00396728515625,1.7210841178894043e-06,0.0,1.1920928955078125e-07,0.0,0.0,-0.0,0.0,-0.0,0.0,1.1920928244535389e-07,304
0_78,sft,0,78,0.001983642578125,6.645917892456055e-06,0.0,3.5762786865234375e-07,0.0,0.0,-0.0,0.0,-0.0,0.0,3.576278118089249e-07,3217
0_79,sft,0,79,0.0009918212890625,0.053955078125,1.96875,5.0,0.028173828125,0.45,0.01376953125,0.44,0.042578125,0.46,5.008387088775635,624
0_80,sft,0,80,2.5,1.78125,0.6796875,1.359375,0.026738281250000002,0.31,0.0504736328125,0.36,0.0030029296875,0.26,1.3610728979110718,45
0_81,sft,0,81,1.9296875,0.00106048583984375,0.0,8.916854858398438e-05,0.0033398437499999995,0.01,0.0109375,0.02,-0.0042578125,0.0,8.928377064876258e-05,4212
0_82,sft,0,82,0.96484375,1.1473894119262695e-06,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,685
0_83,sft,0,83,0.482421875,0.000698089599609375,0.0,5.555152893066406e-05,-0.0031396484375000003,0.06,-0.005517578125,0.06,-0.00076171875,0.06,5.5549986427649856e-05,6088
0_84,sft,0,84,0.2412109375,0.1005859375,0.0,0.0185546875,0.0078466796875,0.16,0.01814453125,0.2,-0.002451171875,0.12,0.018571892753243446,220
0_85,sft,0,85,0.1298828125,5.029141902923584e-07,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,19
0_86,sft,0,86,0.06494140625,5.774199962615967e-07,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,23
0_87,sft,0,87,0.032470703125,0.2236328125,0.0078125,0.05712890625,0.004521484375,0.19,0.013125,0.26,-0.00408203125,0.12,0.057229842990636826,10
