update_id,algo,sample_id,token_pos,domain,sop,entropy,aop_l2,aop_kl,f_avg,f_ratio,loss,target_token_id
0_55,sft,0,55,abstract_algebra,0.0,0.00311279296875,2.0,20.375,0.008798828125,0.48,20.312841415405273,45
0_55,sft,0,55,college_mathematics,0.0,0.00311279296875,2.0,20.375,0.219111328125,0.58,20.312841415405273,45
0_56,sft,0,56,abstract_algebra,20.375,0.0017242431640625,0.0,0.00016307830810546875,-0.00576171875,0.1,0.0001627074379939586,4212
0_56,sft,0,56,college_mathematics,20.375,0.0017242431640625,0.0,0.00016307830810546875,0.004755859375,0.06,0.0001627074379939586,4212
0_57,sft,0,57,abstract_algebra,6.78125,7.963180541992188e-05,0.0,5.7220458984375e-06,-0.0,0.0,5.722029527532868e-06,685
0_57,sft,0,57,college_mathematics,6.78125,7.963180541992188e-05,0.0,5.7220458984375e-06,-0.0,0.0,5.722029527532868e-06,685
0_58,sft,0,58,abstract_algebra,2.90625,0.00238037109375,0.0,0.00022983551025390625,-0.02416015625,0.1,0.00022968991834204644,6088
0_58,sft,0,58,college_mathematics,2.90625,0.00238037109375,0.0,0.00022983551025390625,0.0023291015625,0.14,0.00022968991834204644,6088
0_59,sft,0,59,abstract_algebra,1.359375,0.3515625,0.0234375,0.11376953125,0.01404296875,0.2,0.1139904037117958,220
0_59,sft,0,59,college_mathematics,1.359375,0.3515625,0.0234375,0.11376953125,-0.0047265625,0.1,0.1139904037117958,220
0_60,sft,0,60,abstract_algebra,0.71875,0.000152587890625,0.0,1.2040138244628906e-05,0.0055859375,0.02,1.2040065485052764e-05,19
0_60,sft,0,60,college_mathematics,0.71875,0.000152587890625,0.0,1.2040138244628906e-05,-0.00390625,0.0,1.2040065485052764e-05,19
0_61,sft,0,61,abstract_algebra,0.353515625,1.424923539161682e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_61,sft,0,61,college_mathematics,0.353515625,1.424923539161682e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_62,sft,0,62,abstract_algebra,0.1748046875,0.00982666015625,2.0,7.25,-0.4629296875,0.1,7.25112771987915,14
0_62,sft,0,62,college_mathematics,0.1748046875,0.00982666015625,2.0,7.25,-0.2930615234375,0.14,7.25112771987915,14
0_63,sft,0,63,abstract_algebra,3.734375,2.905726432800293e-07,0.0,-0.0,-0.0,0.0,0.0,17
0_63,sft,0,63,college_mathematics,3.734375,2.905726432800293e-07,0.0,-0.0,-0.0,0.0,0.0,17
0_64,sft,0,64,abstract_algebra,1.859375,0.0018768310546875,0.0,0.00019073486328125,0.007373046875,0.18,0.00019047829846385866,284
0_64,sft,0,64,college_mathematics,1.859375,0.0018768310546875,0.0,0.00019073486328125,0.010859375,0.14,0.00019047829846385866,284
0_65,sft,0,65,abstract_algebra,0.9296875,2.3484230041503906e-05,2.0,15.375,-0.211171875,0.26,15.375001907348633,1115
0_65,sft,0,65,college_mathematics,0.9296875,2.3484230041503906e-05,2.0,15.375,0.101845703125,0.62,15.375001907348633,1115
0_66,sft,0,66,abstract_algebra,8.125,1.7404556274414062e-05,0.0,1.0728836059570312e-06,-0.0,0.0,1.0728830375228426e-06,19
0_66,sft,0,66,college_mathematics,8.125,1.7404556274414062e-05,0.0,1.0728836059570312e-06,-0.0,0.0,1.0728830375228426e-06,19
0_67,sft,0,67,abstract_algebra,4.0625,5.066394805908203e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_67,sft,0,67,college_mathematics,4.0625,5.066394805908203e-07,0.0,-0.0,-0.0,0.0,0.0,23
0_68,sft,0,68,abstract_algebra,2.03125,8.307397365570068e-07,0.0,-0.0,-0.0,0.0,0.0,14
0_68,sft,0,68,college_mathematics,2.03125,8.307397365570068e-07,0.0,-0.0,-0.0,0.0,0.0,14
0_69,sft,0,69,abstract_algebra,1.015625,1.418811734765768e-09,0.0,-0.0,-0.0,0.0,0.0,17
0_69,sft,0,69,college_mathematics,1.015625,1.418811734765768e-09,0.0,-0.0,-0.0,0.0,0.0,17
0_70,sft,0,70,abstract_algebra,0.5078125,5.587935447692871e-08,0.0,-0.0,-0.0,0.0,0.0,28
0_70,sft,0,70,college_mathematics,0.5078125,5.587935447692871e-08,0.0,-0.0,-0.0,0.0,0.0,28
0_71,sft,0,71,abstract_algebra,0.25390625,1.996755599975586e-06,0.0,1.1920928955078125e-07,-0.0,0.0,1.1920928244535389e-07,17
0_71,sft,0,71,college_mathematics,0.25390625,1.996755599975586e-06,0.0,1.1920928955078125e-07,-0.0,0.0,1.1920928244535389e-07,17
0_72,sft,0,72,abstract_algebra,0.126953125,1.1874362826347351e-08,0.0,-0.0,-0.0,0.0,0.0,19
0_72,sft,0,72,college_mathematics,0.126953125,1.1874362826347351e-08,0.0,-0.0,-0.0,0.0,0.0,19
0_73,sft,0,73,abstract_algebra,0.0634765625,0.0001277923583984375,0.0,8.702278137207031e-06,-0.0006640625,0.0,8.821448318485636e-06,2452
0_73,sft,0,73,college_mathematics,0.0634765625,0.0001277923583984375,0.0,8.702278137207031e-06,0.00029296875,0.0,8.821448318485636e-06,2452
0_74,sft,0,74,abstract_algebra,0.03173828125,4.954636096954346e-07,0.0,-0.0,-0.0,0.0,0.0,17
0_74,sft,0,74,college_mathematics,0.03173828125,4.954636096954346e-07,0.0,-0.0,-0.0,0.0,0.0,17
0_75,sft,0,75,abstract_algebra,0.015869140625,2.1645973902195692e-10,0.0,-0.0,-0.0,0.0,0.0,19
0_75,sft,0,75,college_mathematics,0.015869140625,2.1645973902195692e-10,0.0,-0.0,-0.0,0.0,0.0,19
0_76,sft,0,76,abstract_algebra,0.0079345703125,2.1696090698242188e-05,0.0,1.3113021850585938e-06,-0.0,0.0,1.4305104514278355e-06,26111
0_76,sft,0,76,college_mathematics,0.0079345703125,2.1696090698242188e-05,0.0,1.3113021850585938e-06,-0.0,0.0,1.4305104514278355e-06,26111
0_77,sft,0,77,abstract_algebra,0.00396728515625,1.7210841178894043e-06,0.0,1.1920928955078125e-07,-0.0,0.0,1.1920928244535389e-07,304
0_77,sft,0,77,college_mathematics,0.00396728515625,1.7210841178894043e-06,0.0,1.1920928955078125e-07,-0.0,0.0,1.1920928244535389e-07,304
0_78,sft,0,78,abstract_algebra,0.001983642578125,6.645917892456055e-06,0.0,3.5762786865234375e-07,-0.0,0.0,3.576278118089249e-07,3217
0_78,sft,0,78,college_mathematics,0.001983642578125,6.645917892456055e-06,0.0,3.5762786865234375e-07,-0.0,0.0,3.576278118089249e-07,3217
0_79,sft,0,79,abstract_algebra,0.0009918212890625,0.053955078125,1.96875,5.0,0.01376953125,0.44,5.008387088775635,624
0_79,sft,0,79,college_mathematics,0.0009918212890625,0.053955078125,1.96875,5.0,0.042578125,0.46,5.008387088775635,624
0_80,sft,0,80,abstract_algebra,2.5,1.78125,0.6796875,1.359375,0.0504736328125,0.36,1.3610728979110718,45
0_80,sft,0,80,college_mathematics,2.5,1.78125,0.6796875,1.359375,0.0030029296875,0.26,1.3610728979110718,45
