layer,pair_index,left_index,right_index,dot,cosine,left_norm,right_norm,metric_variant,left_sample_index,right_sample_index,left_example_id,right_example_id,left_raw_index,right_raw_index,left_sequence_index,right_sequence_index,left_hidden_pos,right_hidden_pos,left_label_pos,right_label_pos,left_input_token_id,right_input_token_id,left_label_token_id,right_label_token_id,left_input_token_str,right_input_token_str,left_label_token_str,right_label_token_str,left_hidden_attention_mask,right_hidden_attention_mask,left_label_attention_mask,right_label_attention_mask,left_dataset,right_dataset,left_domain,right_domain
0,0,0,109,0.0016948303673416376,0.14840400218963623,0.11186638474464417,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,93,48,94,49,13,28747,1313,384,"
",:,It,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,1,1,109,0.0002318883198313415,0.01587792858481407,0.14305533468723297,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,94,48,95,49,1313,28747,408,384,It,:,r,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,2,2,109,0.00036498511326499283,0.02502313256263733,0.14287376403808594,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,95,48,96,49,408,28747,1738,384,r,:,ained,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,3,3,109,-0.00027806858997792006,-0.018639229238033295,0.1461312174797058,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,96,48,97,49,1738,28747,354,384,ained,:,for,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,4,4,109,0.00212263036519289,0.19148877263069153,0.10858006030321121,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,97,48,98,49,354,28747,264,384,for,:,a,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,5,5,109,0.00016560047515667975,0.01761665754020214,0.09207824617624283,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,98,48,99,49,264,28747,3102,384,a,:,total,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,6,6,109,0.0003358976391609758,0.02000460959970951,0.16447347402572632,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,99,48,100,49,3102,28747,302,384,total,:,of,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,7,7,109,0.0018032906809821725,0.19470663368701935,0.09072019904851913,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,100,48,101,49,302,28747,28705,384,of,:,,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,8,8,109,0.0024522661697119474,0.24157597124576569,0.099433533847332,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,101,48,102,49,28705,28747,28770,384,,:,3,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,9,9,109,0.0008294000872410834,0.07511695474386215,0.10815463215112686,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,102,48,103,49,28770,28747,28723,384,3,:,.,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,10,10,109,0.003817940130829811,0.42781588435173035,0.08741606026887894,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,103,48,104,49,28723,28747,28787,384,.,:,7,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,11,11,109,0.0009032426169142127,0.0723181962966919,0.1223420798778534,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,104,48,105,49,28787,28747,28774,384,7,:,9,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,12,12,109,0.0005580725846812129,0.044736552983522415,0.12219323962926865,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,105,48,106,49,28774,28747,28806,384,9,:,+,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,13,13,109,0.0013364043552428484,0.0891992375254631,0.14675596356391907,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,106,48,107,49,28806,28747,28781,384,+,:,4,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,14,14,109,0.000743239070288837,0.06561115384101868,0.11096087843179703,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,107,48,108,49,28781,28747,28723,384,4,:,.,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,15,15,109,0.003817940130829811,0.42781588435173035,0.08741606026887894,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,108,48,109,49,28723,28747,28782,384,.,:,5,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,16,16,109,0.0006196726462803781,0.05435287207365036,0.11167574673891068,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,109,48,110,49,28782,28747,28806,384,5,:,+,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,17,17,109,0.0013364043552428484,0.0891992375254631,0.14675596356391907,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,110,48,111,49,28806,28747,28770,384,+,:,3,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,18,18,109,0.0008294000872410834,0.07511695474386215,0.10815463215112686,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,111,48,112,49,28770,28747,28723,384,3,:,.,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,19,19,109,0.003817940130829811,0.42781588435173035,0.08741606026887894,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,112,48,113,49,28723,28747,28774,384,.,:,9,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,20,20,109,0.0005580725846812129,0.044736552983522415,0.12219323962926865,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,113,48,114,49,28774,28747,28782,384,9,:,5,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,21,21,109,0.0006196726462803781,0.05435287207365036,0.11167574673891068,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,114,48,115,49,28782,28747,28806,384,5,:,+,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,22,22,109,0.0013364043552428484,0.0891992375254631,0.14675596356391907,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,115,48,116,49,28806,28747,28770,384,+,:,3,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,23,23,109,0.0008294000872410834,0.07511695474386215,0.10815463215112686,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,116,48,117,49,28770,28747,28723,384,3,:,.,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,24,24,109,0.003817940130829811,0.42781588435173035,0.08741606026887894,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,117,48,118,49,28723,28747,28734,384,.,:,0,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,25,25,109,0.0008261323673650622,0.08017502725124359,0.10093215107917786,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,118,48,119,49,28734,28747,28774,384,0,:,9,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,26,26,109,0.0005580725846812129,0.044736552983522415,0.12219323962926865,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,119,48,120,49,28774,28747,28806,384,9,:,+,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,27,27,109,0.0013364043552428484,0.0891992375254631,0.14675596356391907,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,120,48,121,49,28806,28747,28781,384,+,:,4,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,28,28,109,0.000743239070288837,0.06561115384101868,0.11096087843179703,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,121,48,122,49,28781,28747,28723,384,4,:,.,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,29,29,109,0.003817940130829811,0.42781588435173035,0.08741606026887894,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,122,48,123,49,28723,28747,28784,384,.,:,6,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,30,30,109,0.0014147368492558599,0.11897148936986923,0.11648011207580566,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,123,48,124,49,28784,28747,28787,384,6,:,7,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
0,31,31,109,0.0009032426169142127,0.0723181962966919,0.1223420798778534,0.10208947956562042,raw,0,1,gsm8k:6917,mmlu:computer_security_34,6917,34,0,0,124,48,125,49,28787,28747,327,384,7,:,=,D,1,1,1,1,gsm8k,mmlu,gsm8k,computer_security
