layer,pair_index,left_index,right_index,dot,cosine,left_norm,right_norm,metric_variant,left_sample_index,right_sample_index,left_example_id,right_example_id,left_sequence_index,right_sequence_index,left_hidden_pos,right_hidden_pos,left_label_pos,right_label_pos,left_input_token_id,right_input_token_id,left_label_token_id,right_label_token_id,left_input_token_str,right_input_token_str,left_label_token_str,right_label_token_str,left_hidden_attention_mask,right_hidden_attention_mask,left_label_attention_mask,right_label_attention_mask,left_dataset,right_dataset,left_domain,right_domain
0,0,0,189,0.37496140599250793,0.4117662310600281,0.955457866191864,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,66,42,67,43,512,25,50302,423,":
",:,Lu, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,1,1,189,-0.16889455914497375,-0.15471425652503967,1.1454100608825684,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,67,42,68,43,50302,25,30637,423,Lu,:,igi, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,2,2,189,-0.15555591881275177,-0.11841446161270142,1.3783435821533203,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,68,42,69,43,30637,25,15754,423,igi,:, Gi, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,3,3,189,-0.08815936744213104,-0.08283688873052597,1.1166584491729736,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,69,42,70,43,15754,25,5808,423, Gi,:,ura, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,4,4,189,-0.056781865656375885,-0.04590471088886261,1.2978607416152954,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,70,42,71,43,5808,25,574,423,ura,:, was, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,5,5,189,0.12852925062179565,0.1621997356414795,0.8314335346221924,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,71,42,72,43,574,25,459,423, was,:, an, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,6,6,189,0.18975722789764404,0.20676611363887787,0.9629298448562622,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,72,42,73,43,459,25,459,423, an,:, an, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,7,7,189,0.18975722789764404,0.20676611363887787,0.9629298448562622,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,73,42,74,43,459,25,15155,423, an,:, Italian, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,8,8,189,-0.07004567235708237,-0.07101211696863174,1.0349622964859009,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,74,42,75,43,15155,25,24490,423, Italian,:, engineer, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,9,9,189,-0.14440958201885223,-0.12770815193653107,1.1864598989486694,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,75,42,76,43,24490,25,323,423, engineer,:, and, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,10,10,189,0.33727169036865234,0.3600219488143921,0.9829391241073608,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,76,42,77,43,323,25,117729,423, and,:, archit, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,11,11,189,-0.23906299471855164,-0.19969108700752258,1.2561149597167969,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,77,42,78,43,117729,25,1599,423, archit,:,ected, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,12,12,189,-0.16616714000701904,-0.13688912987709045,1.2736552953720093,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,78,42,79,43,1599,25,889,423,ected,:, who, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
0,13,13,189,0.041660815477371216,0.039354387670755386,1.1107345819473267,0.9530689120292664,raw,0,1,dolly:13835,mmlu:computer_security_34,0,0,79,42,80,43,889,25,12439,423, who,:, lived, D,1,1,1,1,dolly,mmlu,information_extraction,computer_security
