update_id,algo,sample_id,token_pos,domain,sop,entropy,aop_l2,aop_kl,f_avg,f_ratio,loss,target_token_id
0_55,sft,0,55,abstract_algebra,0.0,0.58984375,1.890625,10.5,0.03828125,0.16,10.499567031860352,45
0_55,sft,0,55,college_mathematics,0.0,0.58984375,1.890625,10.5,0.000625,0.04,10.499567031860352,45
0_56,sft,0,56,abstract_algebra,10.5,0.00109100341796875,0.0,5.7220458984375e-05,-0.0,0.0,5.709961988031864e-05,4212
0_56,sft,0,56,college_mathematics,10.5,0.00109100341796875,0.0,5.7220458984375e-05,-0.0,0.0,5.709961988031864e-05,4212
0_57,sft,0,57,abstract_algebra,3.5,0.000934600830078125,0.0,4.601478576660156e-05,-0.0,0.0,4.6132929128361866e-05,685
0_57,sft,0,57,college_mathematics,3.5,0.000934600830078125,0.0,4.601478576660156e-05,-0.0,0.0,4.6132929128361866e-05,685
0_58,sft,0,58,abstract_algebra,1.5,3.796875,0.087890625,0.3515625,0.0057421875,0.06,0.35102373361587524,6088
0_58,sft,0,58,college_mathematics,1.5,3.796875,0.087890625,0.3515625,-0.0124609375,0.04,0.35102373361587524,6088
0_59,sft,0,59,abstract_algebra,0.88671875,4.46875,0.78125,1.515625,-0.0271875,0.02,1.5177180767059326,220
0_59,sft,0,59,college_mathematics,0.88671875,4.46875,0.78125,1.515625,-0.02251953125,0.0,1.5177180767059326,220
0_60,sft,0,60,abstract_algebra,1.2109375,2.5,0.267578125,0.63671875,0.01421875,0.14,0.6366462707519531,19
0_60,sft,0,60,college_mathematics,1.2109375,2.5,0.267578125,0.63671875,-0.0040234375,0.02,0.6366462707519531,19
0_61,sft,0,61,abstract_algebra,0.921875,1.078125,0.015625,0.12890625,0.0201171875,0.12,0.12914715707302094,23
0_61,sft,0,61,college_mathematics,0.921875,1.078125,0.015625,0.12890625,0.002890625,0.04,0.12914715707302094,23
0_62,sft,0,62,abstract_algebra,0.51953125,0.0240478515625,2.0,15.1875,0.009921875,0.1,15.157609939575195,14
0_62,sft,0,62,college_mathematics,0.51953125,0.0240478515625,2.0,15.1875,-0.0113671875,0.02,15.157609939575195,14
